AT1G17850.1;AT1G17850.2,Rhodanese/Cell cycle control phosphatase superfamily protein
AT4G15165.1,N-terminal nucleophile aminohydrolases (Ntn hydrolases) superfamily protein
AT1G31580.1,ECS1
AT4G34020.1,Class I glutamine amidotransferase-like superfamily protein
AT1G78320.1,glutathione S-transferase TAU 23
AT1G24450.1,Ribonuclease III family protein
AT2G31450.1,DNA glycosylase superfamily protein
AT1G23390.1,Kelch repeat-containing F-box family protein
AT3G25940.1,TFIIB zinc-binding protein
AT5G48545.1,histidine triad nucleotide-binding 3
AT5G24780.1,vegetative storage protein 1
AT4G04830.1,methionine sulfoxide reductase B5
AT1G70180.1;AT1G70180.2,Sterile alpha motif (SAM) domain-containing protein
AT1G05620.1;AT1G05620.2,uridine-ribohydrolase  2
AT4G01080.1,TRICHOME BIREFRINGENCE-LIKE 26
AT5G59310.1,lipid transfer protein 4
AT3G05200.1,RING/U-box superfamily protein
AT2G46050.1,Pentatricopeptide repeat (PPR-like) superfamily protein
AT1G65370.1,TRAF-like family protein
AT2G18630.1,Protein of unknown function (DUF677)
AT2G44950.1,histone mono-ubiquitination 1
AT5G40190.1,RNA ligase/cyclic nucleotide phosphodiesterase family protein
AT5G44785.1;AT5G44785.2,organellar single-stranded DNA binding protein 3
AT1G33040.1,nascent polypeptide-associated complex subunit alpha-like protein 5
AT5G39530.1,Protein of unknown function (DUF1997)
AT2G07725.1;ATMG00210.1,Ribosomal L5P family protein;ribosomal protein L5
AT5G27740.1,ATPase family associated with various cellular activities (AAA)
AT1G11475.1,RNA polymerases N / 8 kDa subunit
AT3G02900.1;AT3G02900.2,unknown protein;FUNCTIONS IN: molecular_function unknown;INVOLVED IN: biological_process unknown;LOCATED IN: chloroplast;EXPRESSED IN: 22 plant structures;EXPRESSED DURING: 13 growth stages;BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G16660.1);Has 80 Blast hits to 80 proteins in 21 species: Archae - 0;Bacteria - 4;Metazoa - 0;Fungi - 0;Plants - 76;Viruses - 0;Other Eukaryotes - 0 (source: NCBI BLink).;unknown protein;FUNCTIONS IN: molecular_function unknown;INVOLVED IN: biological_process unknown;EXPRESSED IN: 22 plant structures;EXPRESSED DURING: 13 growth stages;BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G16660.1).
AT1G69720.1,heme oxygenase 3
AT3G52640.1;AT3G52640.2;AT3G52640.3,Zn-dependent exopeptidases superfamily protein
AT3G52610.1,unknown protein;Has 68 Blast hits to 67 proteins in 21 species: Archae - 0;Bacteria - 11;Metazoa - 0;Fungi - 0;Plants - 55;Viruses - 0;Other Eukaryotes - 2 (source: NCBI BLink).
AT2G22970.1,serine carboxypeptidase-like 11
AT5G24850.1,cryptochrome 3
AT4G27740.1,Yippee family putative zinc-binding protein
AT5G59530.1,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
AT1G70480.1;AT1G70480.2,Domain of unknown function (DUF220)
AT1G05590.1,beta-hexosaminidase 2
AT5G16140.1;AT5G16140.2,Peptidyl-tRNA hydrolase family protein
AT1G63180.1,UDP-D-glucose/UDP-D-galactose 4-epimerase 3
AT3G13677.2,unknown protein;FUNCTIONS IN: molecular_function unknown;INVOLVED IN: biological_process unknown;LOCATED IN: cellular_component unknown;Has 24 Blast hits to 24 proteins in 11 species: Archae - 0;Bacteria - 0;Metazoa - 0;Fungi - 0;Plants - 24;Viruses - 0;Other Eukaryotes - 0 (source: NCBI BLink).
AT5G16240.1,Plant stearoyl-acyl-carrier-protein desaturase family protein
AT5G47700.1;AT5G47700.2,60S acidic ribosomal protein family
AT4G23540.1,ARM repeat superfamily protein
AT1G18260.1,HCP-like superfamily protein
AT5G10770.1,Eukaryotic aspartyl protease family protein
AT1G70710.1,glycosyl hydrolase 9B1
AT1G17190.1,glutathione S-transferase tau 26
AT1G70890.1,MLP-like protein 43
AT5G51380.1,RNI-like superfamily protein
AT1G14840.1,microtubule-associated proteins 70-4
AT2G29760.1,Tetratricopeptide repeat (TPR)-like superfamily protein
AT4G18030.1,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
AT3G24200.1;AT3G24200.2,FAD/NAD(P)-binding oxidoreductase family protein
AT1G58280.1;AT1G58280.2;AT1G58280.3;AT1G58280.4,Phosphoglycerate mutase family protein
AT2G07690.1;AT2G07690.2,Minichromosome maintenance (MCM2/3/5) family protein
AT4G15260.1;AT4G15280.1,UDP-Glycosyltransferase superfamily protein;UDP-glucosyl transferase 71B5
AT1G18360.1,alpha/beta-Hydrolases superfamily protein
AT1G78820.1,D-mannose binding lectin protein with Apple-like carbohydrate-binding domain
AT2G22920.2,serine carboxypeptidase-like 12
AT3G03480.1,acetyl CoA:(Z)-3-hexen-1-ol acetyltransferase
AT1G18840.1;AT1G18840.2,IQ-domain 30
AT5G05870.1,UDP-glucosyl transferase 76C1
AT2G43550.1,Scorpion toxin-like knottin superfamily protein
AT5G24420.1,6-phosphogluconolactonase 5
AT1G49540.1;AT1G49540.2,elongator protein 2
AT3G08910.1,DNAJ heat shock family protein
AT3G15180.1;AT3G15180.2,ARM repeat superfamily protein
AT1G68890.1,magnesium ion binding;thiamin pyrophosphate binding;hydro-lyases;catalytics;2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthases
AT4G18670.1,Leucine-rich repeat (LRR) family protein
AT2G31200.1,actin depolymerizing factor 6
AT1G03430.1,histidine-containing phosphotransfer factor 5
AT5G39050.1,HXXXD-type acyl-transferase family protein
AT3G15570.1,Phototropic-responsive NPH3 family protein
AT5G20040.1;AT5G20040.2;AT5G20040.3,isopentenyltransferase 9
AT5G25980.2,glucoside glucohydrolase 2
AT3G11730.1,Ras-related small GTP-binding family protein
AT3G52370.1,FASCICLIN-like arabinogalactan protein 15 precursor
AT1G27540.1;AT1G27540.2,Protein of unknown function (DUF295)
AT5G61300.1,unknown protein;BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G07790.2);Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0;Bacteria - 0;Metazoa - 736;Fungi - 347;Plants - 385;Viruses - 0;Other Eukaryotes - 339 (source: NCBI BLink).
AT5G21170.1;AT5G21170.2,5'-AMP-activated protein kinase beta-2 subunit protein
AT1G79390.1,unknown protein;Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12;Bacteria - 1396;Metazoa - 17338;Fungi - 3422;Plants - 5037;Viruses - 0;Other Eukaryotes - 2996 (source: NCBI BLink).
AT4G32200.1,DNA-binding HORMA family protein
AT3G55710.1,UDP-Glycosyltransferase superfamily protein
AT4G02230.1,Ribosomal protein L19e family protein
AT2G34400.1,Pentatricopeptide repeat (PPR-like) superfamily protein
AT3G57320.1;AT3G57320.2,unknown protein;Has 30 Blast hits to 30 proteins in 13 species: Archae - 0;Bacteria - 0;Metazoa - 2;Fungi - 0;Plants - 28;Viruses - 0;Other Eukaryotes - 0 (source: NCBI BLink).;unknown protein;FUNCTIONS IN: molecular_function unknown;INVOLVED IN: biological_process unknown;LOCATED IN: cellular_component unknown;EXPRESSED IN: 22 plant structures;EXPRESSED DURING: 13 growth stages;Has 17 Blast hits to 17 proteins in 7 species: Archae - 0;Bacteria - 0;Metazoa - 0;Fungi - 0;Plants - 17;Viruses - 0;Other Eukaryotes - 0 (source: NCBI BLink).
AT5G63440.2;AT5G63440.3,Protein of unknown function (DUF167)
AT1G65890.1,acyl activating enzyme 12
AT2G29420.1,glutathione S-transferase tau 7
AT4G26760.1,microtubule-associated protein 65-2
AT5G24760.1;AT5G24760.2;AT5G24760.3,GroES-like zinc-binding dehydrogenase family protein
AT4G33470.1,histone deacetylase 14
AT4G34290.1,SWIB/MDM2 domain superfamily protein
AT1G68610.1,PLANT CADMIUM RESISTANCE 11
AT5G20060.1;AT5G20060.2;AT5G20060.3,alpha/beta-Hydrolases superfamily protein
AT5G49890.1,chloride channel C
AT5G25590.1,Protein of unknown function (DUF630 and DUF632)
AT1G78450.1,SOUL heme-binding family protein
AT1G65290.1,mitochondrial acyl carrier protein 2
AT2G14440.1,Leucine-rich repeat protein kinase family protein
AT4G04800.1,methionine sulfoxide reductase B3
AT1G01560.1,MAP kinase 11
AT5G17220.1,glutathione S-transferase phi 12
AT3G12500.1,basic chitinase
AT5G15960.1,stress-responsive protein (KIN1) / stress-induced protein (KIN1)
AT1G43910.1,P-loop containing nucleoside triphosphate hydrolases superfamily protein
AT1G07320.3;AT1G07320.4,ribosomal protein L4
AT5G52760.1,Copper transport protein family
AT3G51430.1;AT3G51430.2,Calcium-dependent phosphotriesterase superfamily protein
AT3G26210.1,"cytochrome P450, family 71, subfamily B, polypeptide 23"
AT3G28320.1,Protein of unknown function (DUF677)
AT2G43580.1,Chitinase family protein
AT3G28580.1,P-loop containing nucleoside triphosphate hydrolases superfamily protein
AT1G30900.1,VACUOLAR SORTING RECEPTOR 6
AT5G43910.2,pfkB-like carbohydrate kinase family protein
AT3G11340.1,UDP-Glycosyltransferase superfamily protein
AT3G01830.1;AT3G01830.2,Calcium-binding EF-hand family protein
AT1G65820.1;AT1G65820.2;AT1G65820.3,"microsomal glutathione s-transferase, putative;microsomal glutathione s-transferase, putative;microsomal glutathione s-transferase, putative"
AT5G64000.1,Inositol monophosphatase family protein
AT2G31865.1;AT2G31865.2,poly(ADP-ribose) glycohydrolase 2
AT5G43400.1,"Uncharacterised conserved protein UCP015417,  vWA"
AT2G35190.1,novel plant snare 11
AT2G36680.1,Modifier of rudimentary (Mod(r)) protein
AT3G14220.1,GDSL-like Lipase/Acylhydrolase superfamily protein
AT1G17690.1,"FUNCTIONS IN: molecular_function unknown;INVOLVED IN: biological_process unknown;LOCATED IN: nucleus;EXPRESSED IN: 24 plant structures;EXPRESSED DURING: 13 growth stages;CONTAINS InterPro DOMAIN/s: Digestive organ expansion factor, predicted (InterPro:IPR010678);Has 25006 Blast hits to 13379 proteins in 904 species: Archae - 102;Bacteria - 5571;Metazoa - 7448;Fungi - 3168;Plants - 1056;Viruses - 466;Other Eukaryotes - 7195 (source: NCBI BLink)."
AT2G30770.1,"cytochrome P450, family 71, subfamily A, polypeptide 13"
AT4G22260.1,Alternative oxidase family protein
AT5G60950.1,COBRA-like protein 5 precursor
AT2G26190.1,calmodulin-binding family protein
AT5G27290.1,unknown protein;LOCATED IN: chloroplast;EXPRESSED IN: 22 plant structures;EXPRESSED DURING: 13 growth stages;BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G54680.3);Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12;Bacteria - 1396;Metazoa - 17338;Fungi - 3422;Plants - 5037;Viruses - 0;Other Eukaryotes - 2996 (source: NCBI BLink).
AT1G44910.1;AT1G44910.2,pre-mRNA-processing protein 40A
AT2G24850.1,tyrosine aminotransferase 3
AT4G02980.1,endoplasmic reticulum auxin binding protein 1
AT4G39830.1,Cupredoxin superfamily protein
AT2G40070.1;AT2G40070.2,BEST Arabidopsis thaliana protein match is: proline-rich family protein (TAIR:AT3G09000.1);Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798;Bacteria - 22429;Metazoa - 974;Fungi - 991;Plants - 531;Viruses - 0;Other Eukaryotes - 9610 (source: NCBI BLink).;FUNCTIONS IN: molecular_function unknown;INVOLVED IN: biological_process unknown;LOCATED IN: cellular_component unknown;EXPRESSED IN: 17 plant structures;EXPRESSED DURING: 7 growth stages;BEST Arabidopsis thaliana protein match is: proline-rich family protein (TAIR:AT3G09000.1);Has 108635 Blast hits to 60786 proteins in 2176 species: Archae - 287;Bacteria - 15142;Metazoa - 39415;Fungi - 26849;Plants - 4416;Viruses - 2864;Other Eukaryotes - 19662 (source: NCBI BLink).
AT4G25500.1;AT4G25500.2;AT4G25500.3;AT4G25500.4;AT5G52040.1;AT5G52040.2;AT5G52040.3;AT5G52040.4,arginine/serine-rich splicing factor 35;arginine/serine-rich splicing factor 35;arginine/serine-rich splicing factor 35;arginine/serine-rich splicing factor 35;RNA-binding (RRM/RBD/RNP motifs) family protein;RNA-binding (RRM/RBD/RNP motifs) family protein;RNA-binding (RRM/RBD/RNP motifs) family protein;RNA-binding (RRM/RBD/RNP motifs) family protein
AT5G43280.1;AT5G43280.2,"delta(3,5),delta(2,4)-dienoyl-CoA isomerase 1;delta(3,5),delta(2,4)-dienoyl-CoA isomerase 1"
AT2G36000.1;AT2G36000.2,Mitochondrial transcription termination factor family protein
AT3G26830.1,Cytochrome P450 superfamily protein
AT1G73805.1,Calmodulin binding protein-like
AT5G15230.1;AT5G15230.2,GAST1 protein homolog 4
AT4G34135.1,UDP-glucosyltransferase 73B2
AT4G31080.1;AT4G31080.2,Protein of unknown function (DUF2296)
AT2G13810.1,AGD2-like defense response protein 1
AT1G35140.1,Phosphate-responsive 1 family protein
AT2G19470.1,casein kinase I-like 5
AT1G28580.1,GDSL-like Lipase/Acylhydrolase superfamily protein
AT2G35960.1,NDR1/HIN1-like 12
AT2G39960.1,Microsomal signal peptidase 25 kDa subunit (SPC25)
AT1G67800.1;AT1G67800.2;AT1G67800.3;AT1G67800.4,Copine (Calcium-dependent phospholipid-binding protein) family
AT1G52780.1,Protein of unknown function (DUF2921)
AT3G03560.1,unknown protein;LOCATED IN: plasma membrane;EXPRESSED IN: 22 plant structures;EXPRESSED DURING: 13 growth stages;BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G23490.1);Has 157 Blast hits to 146 proteins in 38 species: Archae - 3;Bacteria - 14;Metazoa - 8;Fungi - 0;Plants - 120;Viruses - 0;Other Eukaryotes - 12 (source: NCBI BLink).
AT5G05580.1,fatty acid desaturase 8
AT1G67330.1,Protein of unknown function (DUF579)
AT2G47800.1,multidrug resistance-associated protein 4
AT2G38720.1,microtubule-associated protein 65-5
AT3G29760.1,Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
AT3G25780.1,allene oxide cyclase 3
AT5G22460.1;AT5G22460.2,alpha/beta-Hydrolases superfamily protein
AT3G49725.1,"GTP-binding protein, HflX"
AT3G13200.1,Cwf15 / Cwc15 cell cycle control family protein
AT5G55990.1,calcineurin B-like protein 2
AT3G57330.1,autoinhibited Ca2+-ATPase 11
AT4G30480.2,Tetratricopeptide repeat (TPR)-like superfamily protein
AT1G26420.1,FAD-binding Berberine family protein
AT4G30825.1,Tetratricopeptide repeat (TPR)-like superfamily protein
AT5G01140.1,Protein of unknown function (DUF674)
AT4G04190.1;AT4G04190.2,unknown protein;Has 35 Blast hits to 35 proteins in 13 species: Archae - 0;Bacteria - 0;Metazoa - 0;Fungi - 0;Plants - 33;Viruses - 0;Other Eukaryotes - 2 (source: NCBI BLink).;unknown protein;Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798;Bacteria - 22429;Metazoa - 974;Fungi - 991;Plants - 531;Viruses - 0;Other Eukaryotes - 9610 (source: NCBI BLink).
AT2G19680.1;AT2G19680.2,Mitochondrial ATP synthase subunit G protein
AT1G16420.1,metacaspase 8
AT1G57610.1;AT1G57610.2;AT1G57610.3,Protein of unknown function (DUF607)
AT3G49601.1,"FUNCTIONS IN: molecular_function unknown;INVOLVED IN: biological_process unknown;LOCATED IN: cellular_component unknown;CONTAINS InterPro DOMAIN/s: mRNA splicing factor, Cwf21 (InterPro:IPR013170);Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12;Bacteria - 1396;Metazoa - 17338;Fungi - 3422;Plants - 5037;Viruses - 0;Other Eukaryotes - 2996 (source: NCBI BLink)."
AT1G60200.1,splicing factor PWI domain-containing protein / RNA recognition motif (RRM)-containing protein
AT3G25740.1,methionine aminopeptidase 1C
AT3G25520.2,ribosomal protein L5
AT1G80950.1,Phospholipid/glycerol acyltransferase family protein
AT5G47500.1,Pectin lyase-like superfamily protein
AT5G02710.1,unknown protein;LOCATED IN: chloroplast;EXPRESSED IN: 21 plant structures;EXPRESSED DURING: 13 growth stages;CONTAINS InterPro DOMAIN/s: Uncharacterised protein family UPF0153 (InterPro:IPR005358);Has 240 Blast hits to 240 proteins in 73 species: Archae - 10;Bacteria - 110;Metazoa - 0;Fungi - 0;Plants - 25;Viruses - 0;Other Eukaryotes - 95 (source: NCBI BLink).
AT4G20110.1;AT4G20110.2,VACUOLAR SORTING RECEPTOR 7
AT1G76790.1,O-methyltransferase family protein
AT3G20920.1;AT3G20920.2,translocation protein-related
AT1G54310.1;AT1G54310.2,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
AT4G14230.1,CBS domain-containing protein with a domain of unknown function (DUF21)
AT4G12320.1,"cytochrome P450, family 706, subfamily A, polypeptide 6"
AT4G35905.1,unknown protein;CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF343 (InterPro:IPR005651);Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12;Bacteria - 1396;Metazoa - 17338;Fungi - 3422;Plants - 5037;Viruses - 0;Other Eukaryotes - 2996 (source: NCBI BLink).
AT1G63780.1,Ribosomal RNA processing Brix domain protein
AT5G66830.1,F-box family protein with a domain of unknown function (DUF295)
AT3G26360.1,Ribosomal protein S21 family protein
AT3G01400.1;AT5G58680.1,ARM repeat superfamily protein
AT2G42890.1;AT2G42890.2;AT2G42890.3,MEI2-like 2
AT3G13610.1,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
AT3G24090.1,glutamine-fructose-6-phosphate transaminase (isomerizing)s;sugar binding;transaminases
AT1G65250.1,Protein kinase superfamily protein
AT4G35020.1;AT4G35020.2;AT4G35020.3,RAC-like 3
AT5G21090.1,Leucine-rich repeat (LRR) family protein
AT4G00170.1,Plant VAMP (vesicle-associated membrane protein) family protein
AT3G22300.1,ribosomal protein S10
AT3G28540.1;AT3G28540.2,P-loop containing nucleoside triphosphate hydrolases superfamily protein
AT3G23070.1,CRM family member 3A
AT3G21640.1,FKBP-type peptidyl-prolyl cis-trans isomerase family protein
AT1G26470.1,"FUNCTIONS IN: molecular_function unknown;INVOLVED IN: regulation of transcription;LOCATED IN: nucleus, H4/H2A histone acetyltransferase complex;EXPRESSED IN: 23 plant structures;EXPRESSED DURING: 15 growth stages;CONTAINS InterPro DOMAIN/s: CT20 (InterPro:IPR012423);Has 60 Blast hits to 60 proteins in 27 species: Archae - 0;Bacteria - 0;Metazoa - 26;Fungi - 2;Plants - 30;Viruses - 0;Other Eukaryotes - 2 (source: NCBI BLink)."
AT5G67340.1,ARM repeat superfamily protein
AT1G69730.1,Wall-associated kinase family protein
AT5G41330.1,BTB/POZ domain with WD40/YVTN repeat-like protein
AT4G21850.1;AT4G21850.2,methionine sulfoxide reductase B9
AT2G17230.1,EXORDIUM like 5
AT4G00370.1,Major facilitator superfamily protein
AT4G00360.1,"cytochrome P450, family 86, subfamily A, polypeptide 2"
AT2G15020.1,unknown protein;BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G64190.1);Has 72 Blast hits to 72 proteins in 10 species: Archae - 0;Bacteria - 0;Metazoa - 0;Fungi - 0;Plants - 72;Viruses - 0;Other Eukaryotes - 0 (source: NCBI BLink).
AT1G29320.1,Transducin/WD40 repeat-like superfamily protein
AT5G07320.1,Mitochondrial substrate carrier family protein
AT5G63120.1;AT5G63120.2,P-loop containing nucleoside triphosphate hydrolases superfamily protein
AT1G06840.1,Leucine-rich repeat protein kinase family protein
AT3G01200.1,PPDK regulatory protein 2
AT2G45330.1;AT2G45330.2;AT5G23600.1,"RNA 2'-phosphotransferase, Tpt1 / KptA family;RNA 2'-phosphotransferase, Tpt1 / KptA family;RNA 2'-phosphotransferase, Tpt1 / KptA family"
AT3G54680.1,proteophosphoglycan-related
AT5G17760.1,P-loop containing nucleoside triphosphate hydrolases superfamily protein
AT3G54690.1,Sugar isomerase (SIS) family protein
AT3G09090.1;AT3G09090.3,defective in exine formation protein (DEX1)
AT1G74410.1,RING/U-box superfamily protein
AT4G30930.1,Ribosomal protein L21
AT3G57020.1;AT3G57020.2,Calcium-dependent phosphotriesterase superfamily protein
AT4G01023.1,RING/U-box superfamily protein
AT4G12310.1,"cytochrome P450, family 706, subfamily A, polypeptide 5"
AT2G26460.1,RED family protein
AT5G35200.1,ENTH/ANTH/VHS superfamily protein
AT5G42820.1;AT5G42820.2,Zinc finger C-x8-C-x5-C-x3-H type family protein
AT2G03250.1,EXS (ERD1/XPR1/SYG1) family protein
AT3G18370.1,C2 domain-containing protein
